DOI Links
http://dx.doi.org/10.1140/epjc/s10052-016-4120-y
http://dx.doi.org/10.1016/j.ccr.2012.10.003
http://dx.doi.org/10.1111/j.1574
http://dx.doi.org/10.1128/IAI
http://dx.doi.org/10.1016/j.yexcr.2009.10.013
http://dx.doi.org/10.1007/
http://dx.doi.org/10.1016/j.tim.2010.09.001
http://dx.doi.org/10.1016/j.cyto.2011.06.005
http://dx.doi.org/10.1371/journal.pmed.0030076
http://dx.doi.org/10.1186/gb-2009-10-11-r130
http://dx.doi.org/10.1111/mmi.12028
http://dx.doi.org/10.1091/mbc.01-05-0275
http://dx.doi.org/10.1128/IAI.70.7.3344
http://dx.doi.org/10.1099/13500872-145-8-2033
http://dx.doi.org/10.1042/BJ20082422
http://dx.doi.org/10.1140/epjc/s10052-015-3769-y
http://dx.doi.org/10.1038/30756
http://dx.doi.org/10.1128/IAI.00552-13
http://dx.doi.org/10.1186/1476-4598-12-110
http://dx.doi.org/10.1007/s10120-010-0550-7
http://dx.doi.org/10.1016/j.ydbio.2008.06.015
http://dx.doi.org/10.1371/journal.ppat.1000477
http://dx.doi.org/10.1203/00006450-200205000
http://dx.doi.org/10.1016/j.yexcr.2011.07.021
http://dx.doi.org/10.1099/mic.0.27809-0
http://dx.doi.org/10.1371/journal
http://dx.doi.org/10.1083/jcb.200309113
http://dx.doi.org/10.1128/IAI.70.7.3344-3354.2002
http://dx.doi.org/10.1016/j.cyto.2012.04.029
http://dx.doi.org/10.1155/2014/272101
http://dx.doi.org/10.3201/
http://dx.doi.org/10.1155/2014/640857
http://dx.doi.org/10.1016/j.meegid.2013.09.031
http://dx.doi.org/10.1074/jbc.M408022200
http://dx.doi.org/10.1126/science.1128393
http://dx.doi.org/10.1007/PL00000933
http://dx.doi.org/10.1016/j.micpath.2007.10.005
http://dx.doi.org/10.3201/eid1608.100049
http://dx.doi.org/10.1016/0012-1606(90)90147-B
http://dx.doi.org/10.1371/journal.pone.0062451
http://dx.doi.org/10.1128/IAI.00347-10.
http://dx.doi.org/10.1016/j.chom.2010.06.012
http://dx.doi.org/10.1093/abbs/gmu001
http://dx.doi.org/10.1038/nsmb1227
http://dx.doi.org/10.1155/2014/164391
http://dx.doi.org/10.1073/pnas.0813360106
http://dx.doi.org/10.1140/epjc/s10052-010-1403-6
http://dx.doi.org/10.1111/j.1574-6968.2009.01763.x
http://dx.doi.org/10.1016/j.cyto.2011.06.006
http://dx.doi.org/10.1016/S1357-2725(02)00098-5.
http://dx.doi.org/10.1155/2014/317853
http://dx.doi.org/10.3748/wjg.v18.i48.7357
http://dx.doi.org/10.1016/j.chom.2009.02.005
http://dx.doi.org/10.1128/IAI.00531-10.
http://dx.doi.org/10.1016/j.semcdb.2008.11.002
http://dx.doi.org/10.1371/journal.ppat.1002910
http://dx.doi.org/10.1155/2013/594906
http://dx.doi.org/10.1016/j.tvjl.2007.09.005.
http://dx.doi.org/10.1016/j.nima.2004.08.120
http://dx.doi.org/10.1016/S0022-2836(03)
http://dx.doi.org/10.1099
http://dx.doi.org/10.1128/IAI.00063-12
http://dx.doi.org/10.1128/IAI.01165-12
http://dx.doi.org/10.1373/clinchem.2009.138917
http://dx.doi.org/10.1128/AEM.00558-08.
http://dx.doi.org/10.1002/jcp.24496
http://dx.doi.org/10.1016/j.chom.2010.03.004.
http://dx.doi.org/10.1016/j.jaut.2015.12.001
http://dx.doi.org/10.1073/pnas.1001647107
http://dx.doi.org/10.1140/epjc/s10052-014-3130-x
http://dx.doi.org/10.1091/mbc.E08-03-0246
http://dx.doi.org/10.1128/IAI.01218-10.
http://dx.doi.org/10.1128/JB.01370-08
http://dx.doi.org/10.4049/jimmunol.0803446
http://dx.doi.org/10.1088/1748-0221/3/08/S08003
http://dx.doi.org/10.1111/j.1742-4658.2006.05442.x.
http://dx.doi.org/10.1016/j.cyto.2009.11.020
http://dx.doi.org/10.1016/S0092-8674(00)00040-4
http://dx.doi.org/10.1016/j.physletb.2016.04.050
http://dx.doi.org/10.1016/j.str.2011.01.016
http://dx.doi.org/10.1016/j.mib.2008.11.010
http://dx.doi.org/10.1088/1748-0221/11/06/P06008
http://dx.doi.org/10.1371/journal.pone.0031210
http://dx.doi.org/10.1016/j.dld.2012.12.004
http://dx.doi.org/10.1186/1471-2164-10-104.
http://dx.doi.org/10.1016/j.cub.2010.10.034
http://dx.doi.org/10.1128/JB.01770-12
http://dx.doi.org/10.1038/cdd.2010.80
http://dx.doi.org/10.1016/j.cell.2009.03.045
http://dx.doi.org/10.1128/IAI.69.3.1322-1328.2001.
http://dx.doi.org/10.1099/mic.0.050005-0
http://dx.doi.org/10.1016/j.ccr.2013.04.019
http://dx.doi.org/10.1007/s00018-012-0960-2
http://dx.doi.org/10.1128
http://dx.doi.org/10.1016/j.chom.2010.03.004
http://dx.doi.org/10.1099/mic.0.2008/016840-0
http://dx.doi.org/10.1002/jso.23425
http://dx.doi.org/10.1016/j.ejcb.2010.11.005
http://dx.doi.org/10.1155/2013/358945
http://dx.doi.org/10.3892/ijo.2014.2328
http://dx.doi.org/10.1088/1748-0221/7/12/C12026
http://dx.doi.org/10.1016/j.mib.2008.01.006
http://dx.doi.org/10.1128/IAI.00206-12
http://dx.doi.org/10.1016/j.cyto.2009.07.004
http://dx.doi.org/10.1016/j.mib
http://dx.doi.org/10.1128/IAI.01218-10
http://dx.doi.org/10.1016/j.ccell.2016.06.015
http://dx.doi.org/10.1155/2013/582526
http://dx.doi.org/10.1002/(SICI)1097-0177(199707)209:3<310::AID-AJA6>3.0.CO;2-L
http://dx.doi.org/10.1103/PhysRevD.84.112006
http://dx.doi.org/10.1093/nar/gkp1005
http://dx.doi.org/10.1016/j.mib.2008.11.010.
http://dx.doi.org/10.1016/j.ccell.2014.09.008
http://dx.doi.org/10.1155/2013/467245
http://dx.doi.org/10.1016/S1357-2725(02)00098-5
http://dx.doi.org/10.1128/IAI.01543-06
http://dx.doi.org/10.1042/0264-
http://dx.doi.org/10.1007/s00427-002-0233-4
http://dx.doi.org/10.1016/j.vetmic.2011.03
http://dx.doi.org/10.1186/1297-9716-45-2.
http://dx.doi.org/10.1016/j.tcb.2013.11.002
http://dx.doi.org/10.1371/journal.pone.0011724
http://dx.doi.org/10.1371/journal.pone.0054362
http://dx.doi.org/10.1074/jbc.M109.055947
http://dx.doi.org/10.1002/gcc.20715
http://dx.doi.org/10.1186/1297-9716-45-2
http://dx.doi.org/10.1371/journal.pone.0073100
http://dx.doi.org/10.1016/j.ccr.2013.12.007
http://dx.doi.org/10.1007/s13277-013-1287-9
http://dx.doi.org/10.1016/j.febslet.2014.03.038
http://dx.doi.org/10.1016/j.molcel.2013.07.025
http://dx.doi.org/10.1371/journal.pone.0002955
http://dx.doi.org/10.1371/journal.ppat.0030188
http://dx.doi.org/10.3892/ijmm.2012.1098
http://dx.doi.org/10.1140/epjc/s10052-015-3325-9
http://dx.doi.org/10.1016/S0014-5793(02)02522-X
http://dx.doi.org/10.1096/fj.09-133462
http://dx.doi.org/10.1155/2014/936978
http://dx.doi.org/10.1038/sj.embor.7400480
http://dx.doi.org/10.1371/journal.ppat.1000501
http://dx.doi.org/10.1016/j.ygeno.2005.08.004
http://dx.doi.org/10.1016/
http://dx.doi.org/10.1128/IAI.01769-14
http://dx.doi.org/10.1074/jbc.M107338200
http://dx.doi.org/10.1128/IAI.00821-10
http://dx.doi.org/10.1126/science.1134426
http://dx.doi.org/10.1371/journal.ppat.1000117
http://dx.doi.org/10.1038/nmeth.1331
http://dx.doi.org/10.1111/j.1365-2672.2006.03076.x
http://dx.doi.org/10.1155/2014/989340
