x-coordinate,y-coordinate,Similarity_score
/Users/alberli/Desktop/USC/DSCI 550 DS at Scale/DSCI-550/hw1/tika datasets/Bik dataset - papers with endpoint reached - Bik dataset - papers with endpoint reached.csv,/Users/alberli/Desktop/USC/DSCI 550 DS at Scale/DSCI-550/hw1/tika datasets/second.csv,0.5384615384615384
/Users/alberli/Desktop/USC/DSCI 550 DS at Scale/DSCI-550/hw1/tika datasets/Bik dataset - papers with endpoint reached - Bik dataset - papers with endpoint reached.csv,/Users/alberli/Desktop/USC/DSCI 550 DS at Scale/DSCI-550/hw1/tika datasets/third_dataset.csv,0.5384615384615384
/Users/alberli/Desktop/USC/DSCI 550 DS at Scale/DSCI-550/hw1/tika datasets/second.csv,/Users/alberli/Desktop/USC/DSCI 550 DS at Scale/DSCI-550/hw1/tika datasets/third_dataset.csv,0.5384615384615384
